Key,Result
15723995,67108864
16702939,67108864
15581111,67108864
16702903,67108864
7790011,67108864
7794107,67108864
7794139,67108864
15580031,67108864
15588223,67108864
15581115,67108864
16707003,67108864
15597019,67108864
16707035,67108864
31316863,67108864
31307647,67108864
31160191,67108864
31325659,67108864
31448539,67108864
33414619,67108864
31307767,67108864
31160311,67108864
31448503,67108864
33414583,67108864
31162231,67108864
33414007,67108864
31162239,67108864
33414015,67108864
33422811,67108864
62634943,67108864
62634999,67108864
62635895,67108864
62650231,67108864
62879607,67108864
62635967,67108864
62651383,67108864
62898039,67108864
66844535,67108864
31449019,67108864
33422267,67108864
31309759,67108864
31178687,67108864
33422263,67108864
31194103,67108864
33422271,67108864
31440831,67108864
33422331,67108864
33406911,67108864
62898047,67108864
66844543,67108864
62898111,67108864
66830271,67108864
66844663,67108864
66845687,67108864
31317947,67108864
31325115,67108864
31439803,67108864
31316927,67108864
31308735,67108864
31177663,67108864
31325111,67108864
31439799,67108864
31308791,67108864
31177719,67108864
31439735,67108864
31178615,67108864
31325119,67108864
31439807,67108864
31439863,67108864
31325179,67108864
31439867,67108864
31447999,67108864
33405887,67108864
31440823,67108864
33405943,67108864
15719867,67108864
15589307,67108864
15588287,67108864
31439743,67108864
31178623,67108864
31440827,67108864
33415099,67108864
31194047,67108864
33414079,67108864
62635903,67108864
62650239,67108864
62879615,67108864
62651327,67108864
62897087,67108864
66829247,67108864
62650359,67108864
62879735,67108864
62897143,67108864
66829303,67108864
62881655,67108864
66830199,67108864
62881663,67108864
66830207,67108864
66845631,67108864
62635003,67108864
62635959,67108864
62651255,67108864
62895991,67108864
66811767,67108864
31325627,67108864
31447995,67108864
33405883,67108864
31316987,67108864
31308795,67108864
31177723,67108864
31447991,67108864
33405879,67108864
31309751,67108864
31178679,67108864
33405815,67108864
31193975,67108864
31448059,67108864
33405947,67108864
33406903,67108864
16702907,67108864
15596987,67108864
15588347,67108864
33405823,67108864
31193983,67108864
33406907,67108864
33422779,67108864
31194107,67108864
33414139,67108864
62651263,67108864
62895999,67108864
66811775,67108864
62651387,67108864
62897147,67108864
66829307,67108864
62896119,67108864
66811895,67108864
62898103,67108864
66830263,67108864
66813815,67108864
66845559,67108864
66813823,67108864
66845567,67108864
66845691,67108864
31317435,67108864
31316923,67108864
31308731,67108864
31177659,67108864
